id,dialog_name,tab_name,group_box,control_name,control_type,breadcrumb_path,launch_command,automation_id,registry_key,synonyms,description,source,windows_versions_confirmed,last_verified
timelanguage.currency.positive_currency_format,Currency format,,,Positive currency format,ComboBox,Time & language > Language & region > Currency format > Positive currency format,ms-settings:regionlanguage,,,positive money format|currency display positive|money format,Select the format used to display positive currency values.,Vision,Windows 11,2026-06-22
timelanguage.currency.negative_currency_format,Currency format,,,Negative currency format,ComboBox,Time & language > Language & region > Currency format > Negative currency format,ms-settings:regionlanguage,,,negative money format|currency display negative|debt format,Select the format used to display negative currency values.,Vision,Windows 11,2026-06-22
timelanguage.currency.decimal_symbol,Currency format,,,Decimal symbol,ComboBox,Time & language > Language & region > Currency format > Decimal symbol,ms-settings:regionlanguage,,,currency decimal point|money decimal separator,Select the decimal symbol used in currency values.,Vision,Windows 11,2026-06-22
timelanguage.currency.digits_after_decimal,Currency format,,,Number of digits after decimal,ComboBox,Time & language > Language & region > Currency format > Number of digits after decimal,ms-settings:regionlanguage,,,currency decimal places|money precision|fractional currency,Set the number of decimal places displayed in currency values.,Vision,Windows 11,2026-06-22
timelanguage.currency.digit_grouping_symbol,Currency format,,,Digit grouping symbol,ComboBox,Time & language > Language & region > Currency format > Digit grouping symbol,ms-settings:regionlanguage,,,currency thousands separator|money grouping|currency grouping,Select the symbol used to group digits in currency values.,Vision,Windows 11,2026-06-22
timelanguage.currency.digit_grouping,Currency format,,,Digit grouping,ComboBox,Time & language > Language & region > Currency format > Digit grouping,ms-settings:regionlanguage,,,currency grouping pattern|money digit cluster,Select the pattern used for grouping digits in currency values.,Vision,Windows 11,2026-06-22
accounts.signinoptions.windows_hello_signin_only,Sign-in options,,Additional settings,"For improved security, only allow Windows Hello sign-in for Microsoft accounts on this device (Recommended)",Toggle,"Accounts > Sign-in options > Additional settings > For improved security, only allow Windows Hello sign-in for Microsoft accounts on this device (Recommended)",ms-settings:signinoptions,,,windows hello only|microsoft account signin|secure signin,Only allow Windows Hello sign-in for Microsoft accounts on this device for improved security.,Vision,Windows 11,2026-06-22
accounts.signinoptions.signin_again_timeout,Sign-in options,,Additional settings,"If you've been away, when should Windows require you to sign in again?",ComboBox,"Accounts > Sign-in options > Additional settings > If you've been away, when should Windows require you to sign in again?",ms-settings:signinoptions,,,require signin again|away timeout|signin timeout|screen lock timeout,Set how long after being away Windows should require you to sign in again.,Vision,Windows 11,2026-06-22
accounts.signinoptions.dynamic_lock_allow,Sign-in options,,Dynamic lock,Allow Windows to automatically lock your device when you're away,CheckBox,Accounts > Sign-in options > Dynamic lock > Allow Windows to automatically lock your device when you're away,ms-settings:signinoptions,,,auto lock|dynamic lock|lock when away|bluetooth lock,Automatically lock your device when you're away using Dynamic lock.,Vision,Windows 11,2026-06-22
accounts.signinoptions.save_restartable_apps,Sign-in options,,Additional settings,Automatically save my restartable apps and restart them when I sign back in,Toggle,Accounts > Sign-in options > Additional settings > Automatically save my restartable apps and restart them when I sign back in,ms-settings:signinoptions,,,restart apps|save app state|reopen apps after signin|app restart,Automatically save restartable apps and restart them when signing back in.,Vision,Windows 11,2026-06-22
accounts.signinoptions.show_account_details_signin_screen,Sign-in options,,Additional settings,Show account details such as my email address on the sign-in screen,Toggle,Accounts > Sign-in options > Additional settings > Show account details such as my email address on the sign-in screen,ms-settings:signinoptions,,,show email on lock screen|account details lock screen|signin screen info,Show account details such as email address on the sign-in screen.,Vision,Windows 11,2026-06-22
accounts.signinoptions.automatically_finish_setup_after_update,Sign-in options,,Additional settings,Use my sign-in info to automatically finish setting up after an update,Toggle,Accounts > Sign-in options > Additional settings > Use my sign-in info to automatically finish setting up after an update,ms-settings:signinoptions,,,auto setup after update|signin info update|automatic setup,Use sign-in info to automatically finish setting up after a Windows update.,Vision,Windows 11,2026-06-22
accounts.signinoptions.facial_recognition_setup,Sign-in options,,Ways to sign in,"Use your face to sign in to Windows, apps, and services",Button,"Accounts > Sign-in options > Ways to sign in > Facial recognition (Windows Hello) > Use your face to sign in to Windows, apps, and services",ms-settings:signinoptions,,,windows hello face|face unlock|facial signin|setup face recognition,"Set up facial recognition (Windows Hello) to sign in to Windows, apps, and services.",Vision,Windows 11,2026-06-22
accounts.signinoptions.fingerprint_recognition_setup,Sign-in options,,Ways to sign in,"Use your fingerprint to sign in to Windows, apps and services",Button,"Accounts > Sign-in options > Ways to sign in > Fingerprint recognition (Windows Hello) > Use your fingerprint to sign in to Windows, apps and services",ms-settings:signinoptions,,,windows hello fingerprint|fingerprint unlock|touch id|setup fingerprint,"Set up fingerprint recognition (Windows Hello) to sign in to Windows, apps, and services.",Vision,Windows 11,2026-06-22
accounts.signinoptions.pin_change,Sign-in options,,Ways to sign in,Change your PIN,Button,Accounts > Sign-in options > Ways to sign in > PIN (Windows Hello) > Change your PIN,ms-settings:signinoptions,,,change pin|update pin|modify pin,Change your Windows Hello PIN.,Vision,Windows 11,2026-06-22
accounts.signinoptions.pin_remove,Sign-in options,,Ways to sign in,Remove this sign-in option,Button,Accounts > Sign-in options > Ways to sign in > PIN (Windows Hello) > Remove this sign-in option,ms-settings:signinoptions,,,remove pin|delete pin|disable pin,Remove the PIN sign-in option.,Vision,Windows 11,2026-06-22
accounts.signinoptions.security_key_manage,Sign-in options,,Ways to sign in,Sign in to apps with a physical security key,Button,Accounts > Sign-in options > Ways to sign in > Security key > Sign in to apps with a physical security key,ms-settings:signinoptions,,,security key|fido2|physical security key|manage security key,Manage signing in to apps with a physical security key.,Vision,Windows 11,2026-06-22
accounts.otherusers.add_other_user,Other Users,,Other users,Add other user,Button,Accounts > Other Users > Other users > Add other user,ms-settings:otherusers,,,add user|create account|new user|add account,Add another user account to this device.,Vision,Windows 11,2026-06-22
accounts.accessworkorschool.add_work_school_account,Access work or school,,,Add a work or school account,Button,Accounts > Access work or school > Add a work or school account,ms-settings:workplace,,,connect work account|join domain|enroll device|add organization account,"Connect a work or school account to access resources like email, apps, and the network.",Vision,Windows 11,2026-06-22
accounts.accessworkorschool.export_management_log_files,Access work or school,,Related settings,Export your management log files,Button,Accounts > Access work or school > Related settings > Export your management log files,ms-settings:workplace,,,export logs|management logs|MDM diagnostics|device management logs,Export management log files to C:\Users\Public\Documents\MDMDiagnostics for troubleshooting.,Vision,Windows 11,2026-06-22
accounts.provisioning.add_package,Add or remove a provisioning package,,Packages,Add a package,Button,Accounts > Access work or school > Add or remove a provisioning package > Packages > Add a package,ms-settings:workplace,,,add provisioning package|install package|work package|school package,Add a provisioning package to set up your device for work or school.,Vision,Windows 11,2026-06-22
apps.resume.resume,Resume,,,Resume,Toggle,Apps > Resume > Resume,ms-settings:crossdevice,,,continue work across devices|cross device|pick up where you left off,Start something on one device and continue on this PC.,Vision,Windows 11,2026-06-22
apps.videoplayback.process_video_automatically,Video playback,,,Process video automatically to enhance it (depends on your device hardware),Toggle,Apps > Video playback > Process video automatically to enhance it (depends on your device hardware),ms-settings:videoplayback,,,auto enhance video|video enhancement|hardware video processing,Automatically process video to enhance it using device hardware.,Vision,Windows 11,2026-06-22
apps.videoplayback.save_network_bandwidth,Video playback,,,Save network bandwidth by playing video at a lower resolution,Toggle,Apps > Video playback > Save network bandwidth by playing video at a lower resolution,ms-settings:videoplayback,,,lower resolution video|reduce video quality|bandwidth saver,Save network bandwidth by playing video at a lower resolution.,Vision,Windows 11,2026-06-22
apps.videoplayback.battery_options,Video playback,,Battery options,Battery options,ComboBox,Apps > Video playback > Battery options,ms-settings:videoplayback,,,video battery settings|power saving video|battery video mode,When watching movies and videos on battery power.,Vision,Windows 11,2026-06-22
apps.videoplayback.play_video_lower_resolution_battery,Video playback,,Battery options,Play video at a lower resolution when on battery,CheckBox,Apps > Video playback > Battery options > Play video at a lower resolution when on battery,ms-settings:videoplayback,,,battery video resolution|lower quality on battery,Play video at a lower resolution when running on battery power.,Vision,Windows 11,2026-06-22
apps.offlinemaps.download_maps,Offline maps,,,Download maps,Button,Apps > Offline maps > Download maps,ms-settings:maps,,,get maps|offline map download,Download maps for apps to use when there's no internet connection.,Vision,Windows 11,2026-06-22
apps.offlinemaps.storage_location,Offline maps,,,Storage location,ComboBox,Apps > Offline maps > Storage location,ms-settings:maps,,,map save location|where to save offline maps,Choose where to save offline maps.,Vision,Windows 11,2026-06-22
apps.offlinemaps.metered_connection,Offline maps,,,Metered connection,Toggle,Apps > Offline maps > Metered connection,ms-settings:maps,,,download on metered|data charges maps|metered download,Download maps over metered connections (data charges may apply).,Vision,Windows 11,2026-06-22
apps.offlinemaps.map_updates,Offline maps,,,Map updates,Button,Apps > Offline maps > Map updates,ms-settings:maps,,,update maps|automatic map updates,Automatically update maps when plugged in and not on a metered connection.,Vision,Windows 11,2026-06-22
apps.actions.photos,Actions,,,Photos,Toggle,Apps > Actions > Photos,ms-settings:actions,,,windows actions photos|suggested actions photos,Windows can recommend actions from these apps.,Vision,Windows 11,2026-06-22
apps.defaultapps.reset_all_default_apps,Default apps,,Related settings,Reset all default apps,Button,Apps > Default apps > Related settings > Reset all default apps,ms-settings:defaultapps,,,restore default apps|clear default apps,Reset all default application associations to Windows defaults.,Vision,Windows 11,2026-06-22
apps.defaultapps.set_default_for_file_type_or_link_type,Default apps,,,Set a default for a file type or link type,Edit,Apps > Default apps > Set a default for a file type or link type,ms-settings:defaultapps,,,search file type|find default app|default app search,Enter a file type or link type to set its default application.,Vision,Windows 11,2026-06-22
apps.advancedappsettings.choose_where_to_get_apps,Advanced app settings,,,Choose where to get apps,ComboBox,Apps > Advanced app settings > Choose where to get apps,ms-settings:advancedappsettings,,,app source|where to install apps from|app installation source,"Choose where to get apps from (e.g., Anywhere, Microsoft Store only).",Vision,Windows 11,2026-06-22
apps.advancedappsettings.share_across_devices,Advanced app settings,,,Share across devices,Button,Apps > Advanced app settings > Share across devices,ms-settings:advancedappsettings,,,cross device sharing|continue experiences|sync apps across devices,Continue app experiences on other devices connected to your account.,Vision,Windows 11,2026-06-22
apps.advancedappsettings.archive_apps,Advanced app settings,,,Archive apps,Toggle,Apps > Advanced app settings > Archive apps,ms-settings:advancedappsettings,,,auto archive|save storage space|archive unused apps,Automatically archive infrequently used apps to save storage space and internet bandwidth.,Vision,Windows 11,2026-06-22
privacy.windows_security.virus_threat_protection,Windows Security,,Protection areas,Virus & threat protection,Button,Privacy & security > Windows Security > Protection areas > Virus & threat protection,ms-settings:windowsdefender,,,antivirus|malware|security scan|windows defender,Open the virus and threat protection area of Windows Security.,Vision,Windows 11,2026-06-22
privacy.windows_security.account_protection,Windows Security,,Protection areas,Account protection,Button,Privacy & security > Windows Security > Protection areas > Account protection,ms-settings:windowsdefender,,,microsoft account security|login security|account safety,Open the account protection area of Windows Security.,Vision,Windows 11,2026-06-22
privacy.windows_security.firewall_network_protection,Windows Security,,Protection areas,Firewall & network protection,Button,Privacy & security > Windows Security > Protection areas > Firewall & network protection,ms-settings:windowsdefender,,,firewall|network security|internet security,Open the firewall and network protection area of Windows Security.,Vision,Windows 11,2026-06-22
privacy.windows_security.app_browser_control,Windows Security,,Protection areas,App & browser control,Button,Privacy & security > Windows Security > Protection areas > App & browser control,ms-settings:windowsdefender,,,smartscreen|app security|browser security|reputation based protection,Open the app and browser control area of Windows Security.,Vision,Windows 11,2026-06-22
privacy.windows_security.device_security,Windows Security,,Protection areas,Device security,Button,Privacy & security > Windows Security > Protection areas > Device security,ms-settings:windowsdefender,,,tpm|secure boot|core isolation|hardware security,Open the device security area of Windows Security.,Vision,Windows 11,2026-06-22
privacy.windows_security.device_performance_health,Windows Security,,Protection areas,Device performance & health,Button,Privacy & security > Windows Security > Protection areas > Device performance & health,ms-settings:windowsdefender,,,device health|performance report|storage health|battery health,Open the device performance and health area of Windows Security.,Vision,Windows 11,2026-06-22
privacy.windows_security.family_options,Windows Security,,Protection areas,Family options,Button,Privacy & security > Windows Security > Protection areas > Family options,ms-settings:windowsdefender,,,parental controls|family safety|child account|screen time,Open the family options area of Windows Security.,Vision,Windows 11,2026-06-22
privacy.windows_security.open_windows_security,Windows Security,,,Open Windows Security,Button,Privacy & security > Windows Security > Open Windows Security,ms-settings:windowsdefender,,,launch windows security|open security app|windows defender app,Launch the Windows Security application.,Vision,Windows 11,2026-06-22
privacy.find_my_device.find_my_device_toggle,Find my device,,,Find my device,Toggle,Privacy & security > Find my device > Find my device,ms-settings:findmydevice,,,track lost device|locate device|device location|find my pc,Save this device's location when it's connected to the internet so you can locate it at account.microsoft.com.,Vision,Windows 11,2026-06-22
privacy.find_my_device.see_all_devices,Find my device,,,See all your devices linked to your account,Hyperlink,Privacy & security > Find my device > See all your devices linked to your account,ms-settings:findmydevice,,,view linked devices|microsoft account devices|all devices,View all devices associated with your Microsoft account.,Vision,Windows 11,2026-06-22
privacy.recommendations_offers.personalized_offers,Recommendations & offers,,,Personalized offers,Toggle,Privacy & security > Recommendations & offers > Personalized offers,ms-settings:privacy-recommendations,,,personalized ads|targeted offers|windows tips|recommendations,"Get personalized tips, ads, and recommendations based on Windows activity.",Vision,Windows 11,2026-06-22
privacy.recommendations_offers.allow_websites_language_list,Recommendations & offers,,,Allow websites to access my language list,Toggle,Privacy & security > Recommendations & offers > Allow websites to access my language list,ms-settings:privacy-recommendations,,,website language|preferred language|language access|browser language,Let websites show content in your preferred language by accessing your language list.,Vision,Windows 11,2026-06-22
privacy.recommendations_offers.improve_start_search_results,Recommendations & offers,,,Improve Start and search results,Toggle,Privacy & security > Recommendations & offers > Improve Start and search results,ms-settings:privacy-recommendations,,,start menu improvement|search improvement|track app opens|app launch tracking,Let Windows improve Start and search results by tracking which apps you open.,Vision,Windows 11,2026-06-22
privacy.recommendations_offers.show_notifications_in_settings,Recommendations & offers,,,Show notifications in Settings,Toggle,Privacy & security > Recommendations & offers > Show notifications in Settings,ms-settings:privacy-recommendations,,,settings notifications|required notifications|settings alerts,Show required notifications in the Settings app even if this setting is off.,Vision,Windows 11,2026-06-22
privacy.recommendations_offers.recommendations_offers_in_settings,Recommendations & offers,,,Recommendations and offers in Settings,Toggle,Privacy & security > Recommendations & offers > Recommendations and offers in Settings,ms-settings:privacy-recommendations,,,product recommendations|settings ads|offers in settings|tips in settings,Let Windows show product recommendations and offers in Settings.,Vision,Windows 11,2026-06-22
privacy.recommendations_offers.advertising_id,Recommendations & offers,,,Advertising ID,Toggle,Privacy & security > Recommendations & offers > Advertising ID,ms-settings:privacy-recommendations,,,ad id|personalized ads|targeted advertising|ad tracking,Let apps show personalized ads by using your advertising ID.,Vision,Windows 11,2026-06-22
privacy.speech.online_speech_recognition,Speech,,Online speech recognition,Online speech recognition,Toggle,Privacy & security > Speech > Online speech recognition,ms-settings:privacy-speech,,,voice recognition|dictation|speech services|cortana speech,Use your voice for apps using Microsoft's online speech recognition technology.,Vision,Windows 11,2026-06-22
privacy.inking_typing.custom_inking_typing_dictionary,Inking & typing personalization,,,Custom inking and typing dictionary,Toggle,Privacy & security > Inking & typing personalization > Custom inking and typing dictionary,ms-settings:privacy-speechtyping,,,custom dictionary|typing history|handwriting patterns|personal dictionary,Use typing history and handwriting patterns to create a custom dictionary for better suggestions.,Vision,Windows 11,2026-06-22
privacy.inking_typing.custom_dictionary,Inking & typing personalization,,,Custom dictionary,Button,Privacy & security > Inking & typing personalization > Custom dictionary,ms-settings:privacy-speechtyping,,,view dictionary|edit dictionary|dictionary words|my words,View and manage words in your custom dictionary.,Vision,Windows 11,2026-06-22
privacy.diagnostics_feedback.send_optional_diagnostic_data,Diagnostics & feedback,,Diagnostic data,Send optional diagnostic data,Toggle,Privacy & security > Diagnostics & feedback > Send optional diagnostic data,ms-settings:privacy-feedback,,,telemetry|diagnostic data|send data to microsoft|optional data,"Help Microsoft improve Windows by sending additional diagnostic data about websites browsed, app usage, and error reporting.",Vision,Windows 11,2026-06-22
privacy.diagnostics_feedback.improve_inking_typing,Diagnostics & feedback,,Improve inking and typing,Improve inking and typing,Toggle,Privacy & security > Diagnostics & feedback > Improve inking and typing,ms-settings:privacy-feedback,,,inking data|typing data|language recognition|suggestion capabilities,Send optional inking and typing diagnostic data to Microsoft to improve language recognition and suggestions.,Vision,Windows 11,2026-06-22
privacy.diagnostics_feedback.view_diagnostic_data,Diagnostics & feedback,,View diagnostic data,View diagnostic data,Toggle,Privacy & security > Diagnostics & feedback > View diagnostic data,ms-settings:privacy-feedback,,,diagnostic data viewer|view my data|see collected data|data viewer,View your diagnostic data in the Diagnostic Data Viewer.,Vision,Windows 11,2026-06-22
privacy.diagnostics_feedback.turn_on_diagnostic_data_viewer,Diagnostics & feedback,,View diagnostic data,Turn on the Diagnostic Data Viewer,Toggle,Privacy & security > Diagnostics & feedback > Turn on the Diagnostic Data Viewer,ms-settings:privacy-feedback,,,enable data viewer|diagnostic viewer storage|1gb data viewer,"Turn on the Diagnostic Data Viewer, which uses up to 1 GB of hard drive space.",Vision,Windows 11,2026-06-22
privacy.diagnostics_feedback.open_diagnostic_data_viewer,Diagnostics & feedback,,View diagnostic data,Open Diagnostic Data Viewer,Button,Privacy & security > Diagnostics & feedback > Open Diagnostic Data Viewer,ms-settings:privacy-feedback,,,launch data viewer|view diagnostic data app|open viewer,Open the Diagnostic Data Viewer application.,Vision,Windows 11,2026-06-22
privacy.diagnostics_feedback.delete_diagnostic_data,Diagnostics & feedback,,,Delete diagnostic data,Button,Privacy & security > Diagnostics & feedback > Delete diagnostic data,ms-settings:privacy-feedback,,,clear diagnostic data|remove collected data|delete microsoft data|erase telemetry,Clear diagnostic data that Microsoft has collected about this device.,Vision,Windows 11,2026-06-22
privacy.diagnostics_feedback.feedback_frequency,Diagnostics & feedback,,Feedback,Feedback frequency,Button,Privacy & security > Diagnostics & feedback > Feedback frequency,ms-settings:privacy-feedback,,,how often feedback|windows feedback|feedback requests|insider feedback,Choose how often Windows asks for your feedback.,Vision,Windows 11,2026-06-22
privacy.search.search_history,Search,,,Search history,Toggle,Privacy & security > Search > Search history,ms-settings:search,,,store search history|search results improvement|device search history,Store search history on this device to improve search results.,Vision,Windows 11,2026-06-22
privacy.search.clear_device_search_history,Search,,,Clear device search history,Button,Privacy & security > Search > Clear device search history,ms-settings:search,,,delete search history|erase searches|clear search cache|remove search data,Clear all stored search history from this device.,Vision,Windows 11,2026-06-22
privacy.search.let_search_apps_show_results,Search,,,Let search apps show results,Toggle,Privacy & security > Search > Let search apps show results,ms-settings:search,,,web results|search app results|bing search|search integrations,Windows search experiences will show web results from search apps in the order you choose.,Vision,Windows 11,2026-06-22
privacy.search.search_my_accounts,Search,,Search my accounts,Search my accounts,Toggle,Privacy & security > Search > Search my accounts,ms-settings:search,,,personalized search|account search|cloud content search|cross-app search,Windows Search can personalize your search results by including your content from various apps and services.,Vision,Windows 11,2026-06-22
privacy.search.microsoft_account,Search,,Search my accounts,Microsoft account,Toggle,Privacy & security > Search > Search my accounts > Microsoft account,ms-settings:search,,,personal microsoft account|outlook search|onedrive search|account results,Allow Windows Search to provide results from apps and services signed in with your personal Microsoft account.,Vision,Windows 11,2026-06-22
privacy.search.work_school_account,Search,,Search my accounts,Work or School account,Toggle,Privacy & security > Search > Search my accounts > Work or School account,ms-settings:search,,,enterprise search|office 365 search|work account results|school account search,Allow Windows Search to provide results from apps and services signed in with your work or school account.,Vision,Windows 11,2026-06-22
privacy.search.find_my_files_classic,Search,,Find my files,Classic,RadioButton,Privacy & security > Search > Find my files > Classic,ms-settings:search,,,classic search|documents pictures music search|limited search|basic indexing,"Search only your Documents, Pictures, and Music folders plus the desktop.",Vision,Windows 11,2026-06-22
privacy.search.find_my_files_enhanced,Search,,Find my files,Enhanced,RadioButton,Privacy & security > Search > Find my files > Enhanced,ms-settings:search,,,full pc search|enhanced indexing|entire computer search|complete search,"Search your entire PC including all folders, with options to exclude specific folders.",Vision,Windows 11,2026-06-22
privacy.search.add_excluded_folder,Search,,Find my files,Add an excluded folder,Button,Privacy & security > Search > Find my files > Add an excluded folder,ms-settings:search,,,exclude folder|skip folder indexing|remove folder from search|search exclusions,Add a folder to exclude from enhanced search indexing.,Vision,Windows 11,2026-06-22
privacy.app_permissions.location.location_services,Location,,,Location services,Toggle,Privacy & security > Location > Location services,ms-settings:privacy-location,,,gps|location access|device location|find location|geo location,"When on, location will be available to Windows and apps can access location.",Vision,Windows 11,2026-06-22
privacy.app_permissions.location.let_apps_access_location,Location,,,Let apps access your location,Toggle,Privacy & security > Location > Let apps access your location,ms-settings:privacy-location,,,app location access|precise location|approximate location|location permission,All apps can access approximate location; choose which apps can access precise location.,Vision,Windows 11,2026-06-22
privacy.app_permissions.location.set_default_location,Location,,,Set default location,Button,Privacy & security > Location > Set default location,ms-settings:privacy-location,,,default geo location|fallback location|location when unavailable|set location,"Set a default location for Windows, apps, and services when a more precise location cannot be detected.",Vision,Windows 11,2026-06-22
privacy.app_permissions.location.allow_location_override,Location,,,Allow location override,Toggle,Privacy & security > Location > Allow location override,ms-settings:privacy-location,,,remote location|override device location|rdp location|remote connection location,"Windows, apps, and services can use the location from a remote connection instead of this device's location.",Vision,Windows 11,2026-06-22
privacy.app_permissions.location.recent_activity,Location,,,Recent activity,Button,Privacy & security > Location > Recent activity,ms-settings:privacy-location,,,location history|location access log|recent location requests|location usage,Review location access from the last 7 days.,Vision,Windows 11,2026-06-22
privacy.app_permissions.camera.camera_access,Camera,,,Camera access,Toggle,Privacy & security > Camera > Camera access,ms-settings:privacy-webcam,,,webcam access|camera permission|allow camera|device camera,Anyone using this device can choose if their apps have camera access when this is on.,Vision,Windows 11,2026-06-22
privacy.app_permissions.camera.let_apps_access_camera,Camera,,,Let apps access your camera,Toggle,Privacy & security > Camera > Let apps access your camera,ms-settings:privacy-webcam,,,app camera permission|which apps use camera|camera app list|camera permissions,Choose which apps can access your camera.,Vision,Windows 11,2026-06-22
privacy.app_permissions.camera.recent_activity,Camera,,,Recent activity,Button,Privacy & security > Camera > Recent activity,ms-settings:privacy-webcam,,,camera usage history|camera access log|recent camera requests|who used camera,Review camera access from the last 7 days.,Vision,Windows 11,2026-06-22
privacy.app_permissions.camera.camera_device_settings,Camera,,Related settings,Camera device settings,Button,Privacy & security > Camera > Camera device settings,ms-settings:privacy-webcam,,,camera hardware settings|webcam settings|camera configuration|device camera options,Open camera device settings.,Vision,Windows 11,2026-06-22
privacy.app_permissions.camera.sign_in_facial_recognition,Camera,,Related settings,Sign-in options and facial recognition,Button,Privacy & security > Camera > Sign-in options and facial recognition,ms-settings:privacy-webcam,,,windows hello|face login|facial sign in|biometric login,Open sign-in options and facial recognition settings.,Vision,Windows 11,2026-06-22
privacy.app_permissions.microphone.microphone_access,Microphone,,,Microphone access,Toggle,Privacy & security > Microphone > Microphone access,ms-settings:privacy-microphone,,,mic access|microphone permission|allow microphone|audio input,Anyone using this device can choose if their apps have microphone access when this is on.,Vision,Windows 11,2026-06-22
privacy.app_permissions.microphone.let_apps_access_microphone,Microphone,,,Let apps access your microphone,Toggle,Privacy & security > Microphone > Let apps access your microphone,ms-settings:privacy-microphone,,,app microphone permission|which apps use mic|microphone app list|mic permissions,Choose which apps can access your microphone.,Vision,Windows 11,2026-06-22
privacy.app_permissions.microphone.recent_activity,Microphone,,,Recent activity,Button,Privacy & security > Microphone > Recent activity,ms-settings:privacy-microphone,,,microphone usage history|mic access log|recent microphone requests|who used mic,Review microphone access from the last 7 days.,Vision,Windows 11,2026-06-22
privacy.app_permissions.voice_activation.microphone,Voice activation,,,Microphone,Button,Privacy & security > Voice activation > Microphone,ms-settings:privacy-voiceactivation,,,voice activation mic|microphone for voice|voice activation microphone access,Configure microphone access for voice activation.,Vision,Windows 11,2026-06-22
privacy.app_permissions.voice_activation.let_apps_access_voice_activation,Voice activation,,,Let apps access voice activation services,Toggle,Privacy & security > Voice activation > Let apps access voice activation services,ms-settings:privacy-voiceactivation,,,voice services|voice activation apps|voice command apps|voice assistant access,Allow apps to access voice activation services.,Vision,Windows 11,2026-06-22
privacy.app_permissions.voice_activation.let_apps_use_voice_activation_locked,Voice activation,,,Let apps use voice activation when device is locked,Toggle,Privacy & security > Voice activation > Let apps use voice activation when device is locked,ms-settings:privacy-voiceactivation,,,voice activation locked|wake word locked|voice keyword locked screen|locked device voice,"If this device is locked, anyone can activate an app by speaking its voice keyword when this is on.",Vision,Windows 11,2026-06-22
privacy.app_permissions.voice_activation.assign_default_app_headset_button,Voice activation,,Apps that have requested voice activation access,Assign a default app for headset button,ComboBox,Privacy & security > Voice activation > Assign a default app for headset button,ms-settings:privacy-voiceactivation,,,headset button app|voice app headset|default voice activation app|headset voice control,"By default, allow the last used voice activation app to start when headset button is pressed.",Vision,Windows 11,2026-06-22
privacy.app_permissions.notifications.notification_access,Notifications,,,Notification access,Toggle,Privacy & security > Notifications > Notification access,ms-settings:privacy-notifications,,,notification permission|allow notifications|app notifications|notification settings,Anyone using this device can choose if their apps have access to notifications when this is on.,Vision,Windows 11,2026-06-22
privacy.app_permissions.notifications.let_apps_access_notifications,Notifications,,,Let apps access your notifications,Toggle,Privacy & security > Notifications > Let apps access your notifications,ms-settings:privacy-notifications,,,app notification access|which apps see notifications|notification app list|notification permissions,Choose which apps can access your notifications.,Vision,Windows 11,2026-06-22
privacy.app_permissions.account_info.account_info_access,Account info,,,Account info access,Toggle,Privacy & security > Account info > Account info access,ms-settings:privacy-accountinfo,,,account information|account details access|profile access|user info permission,Anyone using this device can choose if their apps have access to account info when this is on.,Vision,Windows 11,2026-06-22
privacy.app_permissions.account_info.let_apps_access_account_info,Account info,,,Let apps access your account info,Toggle,Privacy & security > Account info > Let apps access your account info,ms-settings:privacy-accountinfo,,,app account info|which apps see account|account info app list|account permissions,Choose which apps can access your account info.,Vision,Windows 11,2026-06-22
privacy.app_permissions.account_info.managing_microsoft_account_privacy,Account info,,Related support,Managing Microsoft account privacy settings,Hyperlink,Privacy & security > Account info > Managing Microsoft account privacy settings,ms-settings:privacy-accountinfo,,,microsoft account privacy|account privacy management|live account privacy,Learn about managing privacy settings for your Microsoft account.,Vision,Windows 11,2026-06-22
privacy.app_permissions.contacts.contacts_access,Contacts,,,Contacts access,Toggle,Privacy & security > Contacts > Contacts access,ms-settings:privacy-contacts,,,contact permission|address book access|contacts app access|people access,Anyone using this device can choose if their apps have access to contacts when this is on.,Vision,Windows 11,2026-06-22
privacy.app_permissions.contacts.let_apps_access_contacts,Contacts,,,Let apps access your contacts,Toggle,Privacy & security > Contacts > Let apps access your contacts,ms-settings:privacy-contacts,,,app contacts permission|which apps see contacts|contacts app list|contact permissions,Choose which apps can access your contacts.,Vision,Windows 11,2026-06-22
privacy.app_permissions.contacts.recent_activity,Contacts,,,Recent activity,Button,Privacy & security > Contacts > Recent activity,ms-settings:privacy-contacts,,,contacts usage history|contacts access log|recent contacts requests|who accessed contacts,Review contacts access from the last 7 days.,Vision,Windows 11,2026-06-22
privacy.app_permissions.calendar.calendar_access,Calendar,,,Calendar access,Toggle,Privacy & security > Calendar > Calendar access,ms-settings:privacy-calendar,,,calendar permission|schedule access|events access|calendar app access,Anyone using this device can choose if their apps have access to calendar when this is on.,Vision,Windows 11,2026-06-22
privacy.app_permissions.calendar.let_apps_access_calendar,Calendar,,,Let apps access your calendar,Toggle,Privacy & security > Calendar > Let apps access your calendar,ms-settings:privacy-calendar,,,app calendar permission|which apps see calendar|calendar app list|calendar permissions,Choose which apps can access your calendar.,Vision,Windows 11,2026-06-22
privacy.app_permissions.phone_calls.phone_call_access,Phone calls,,,Phone call access,Toggle,Privacy & security > Phone calls > Phone call access,ms-settings:privacy-phonecalls,,,phone permission|call permission|dialer access|telephony access,Anyone using this device can choose if their apps can make phone calls when this is on.,Vision,Windows 11,2026-06-22
